"ID";"WijkenEnBuurten";"TotaalGeweldsEnSeksueleMisdrijven_22";"Mishandeling_23";"BedreigingEnStalking_24";"OverigeGeweldsEnSeksueleMisdrijven_25"
"9071";"WK099562  ";"10";"8";"2";"0"
"9072";"BU09956221";"2";"1";"1";"0"
"9073";"BU09956224";"8";"7";"1";"0"
"9074";"BU09956225";"0";"0";"0";"0"
"9075";"WK099563  ";"18";"9";"4";"5"
"9076";"BU09956331";"10";"6";"1";"3"
"9077";"BU09956332";"8";"3";"3";"2"
"9078";"BU09956333";"0";"0";"0";"0"
"9079";"BU09956334";"0";"0";"0";"0"
"9080";"WK099566  ";"81";"47";"30";"4"
"9081";"BU09956661";"7";"3";"4";"0"
"9082";"BU09956662";"29";"15";"12";"2"
"9083";"BU09956663";"19";"9";"8";"2"
"9084";"BU09956664";"12";"12";"0";"0"
"9085";"BU09956665";"10";"7";"3";"0"
"9086";"BU09956666";"4";"1";"3";"0"
"9087";"WK099571  ";"0";"0";"0";"0"
"9088";"BU09957117";;;;
"9089";"BU09957118";"0";"0";"0";"0"
"9090";"BU09957119";"0";"0";"0";"0"
"9091";"WK099572  ";"0";"0";"0";"0"
"9092";"BU09957229";"0";"0";"0";"0"
"9093";"WK099573  ";"1";"1";"0";"0"
"9094";"BU09957339";"1";"1";"0";"0"
"9095";"WK099574  ";"1";"1";"0";"0"
"9096";"BU09957441";"1";"1";"0";"0"
"9097";"BU09957447";"0";"0";"0";"0"
"9098";"BU09957449";"0";"0";"0";"0"
"9099";"WK099575  ";"1";"1";"0";"0"
"9100";"BU09957558";"1";"1";"0";"0"
"9101";"BU09957559";"0";"0";"0";"0"
"9102";"WK099576  ";"0";"0";"0";"0"
"9103";"BU09957669";"0";"0";"0";"0"
"9104";"WK099577  ";;;;
"9105";"BU09957777";;;;
"9106";"BU09957779";;;;
"9107";"WK099578  ";"1";"1";"0";"0"
"9108";"BU09957881";"1";"1";"0";"0"
"9109";"BU09957887";;;;
"9110";"WK099579  ";"7";"2";"5";"0"
"9111";"BU09957999";"7";"2";"5";"0"
"9112";"WK099590  ";"0";"0";"0";"0"
"9113";"BU09959000";"0";"0";"0";"0"
"9114";"GM1640    ";"113";"40";"39";"34"
"9115";"WK164000  ";"20";"6";"5";"9"
"9116";"BU16400000";"19";"5";"5";"9"
"9117";"BU16400001";"1";"1";"0";"0"
"9118";"WK164001  ";"12";"1";"7";"4"
"9119";"BU16400100";"0";"0";"0";"0"
"9120";"BU16400101";"12";"1";"7";"4"
"9121";"WK164002  ";"10";"2";"4";"4"
"9122";"BU16400200";"8";"1";"4";"3"
"9123";"BU16400201";"2";"1";"0";"1"
"9124";"WK164003  ";"8";"4";"3";"1"
"9125";"BU16400300";"4";"3";"1";"0"
"9126";"BU16400301";"4";"1";"2";"1"
"9127";"WK164004  ";"0";"0";"0";"0"
"9128";"BU16400400";"0";"0";"0";"0"
"9129";"BU16400401";"0";"0";"0";"0"
"9130";"WK164005  ";"11";"9";"2";"0"
"9131";"BU16400500";"5";"3";"2";"0"
"9132";"BU16400501";"6";"6";"0";"0"
"9133";"WK164006  ";"1";"0";"1";"0"
"9134";"BU16400600";"1";"0";"1";"0"
"9135";"BU16400601";;;;
"9136";"WK164007  ";"13";"4";"7";"2"
"9137";"BU16400700";"11";"3";"7";"1"
"9138";"BU16400701";"2";"1";"0";"1"
"9139";"WK164008  ";"21";"7";"4";"10"
"9140";"BU16400800";"4";"4";"0";"0"
"9141";"BU16400801";"17";"3";"4";"10"
"9142";"WK164009  ";"3";"2";"0";"1"
"9143";"BU16400900";"3";"2";"0";"1"
"9144";"BU16400901";"0";"0";"0";"0"
"9145";"WK164010  ";"1";"1";"0";"0"
"9146";"BU16401000";"1";"1";"0";"0"
"9147";"BU16401001";"0";"0";"0";"0"
"9148";"WK164011  ";"4";"2";"1";"1"
"9149";"BU16401100";"0";"0";"0";"0"
"9150";"BU16401101";"4";"2";"1";"1"
"9151";"WK164012  ";"0";"0";"0";"0"
"9152";"BU16401200";"0";"0";"0";"0"
"9153";"BU16401201";"0";"0";"0";"0"
"9154";"WK164013  ";"3";"0";"2";"1"
"9155";"BU16401300";"3";"0";"2";"1"
"9156";"BU16401301";"0";"0";"0";"0"
"9157";"WK164014  ";"2";"1";"1";"0"
"9158";"BU16401400";"2";"1";"1";"0"
"9159";"BU16401401";"0";"0";"0";"0"
"9160";"WK164015  ";"4";"1";"2";"1"
"9161";"BU16401500";"1";"0";"1";"0"
"9162";"BU16401501";"3";"1";"1";"1"
"9163";"GM0327    ";"64";"36";"13";"15"
"9164";"WK032700  ";"15";"9";"5";"1"
"9165";"BU03270000";"5";"4";"1";"0"
"9166";"BU03270001";"0";"0";"0";"0"
"9167";"BU03270002";"2";"1";"1";"0"
"9168";"BU03270003";"1";"0";"0";"1"
"9169";"BU03270004";"3";"1";"2";"0"
"9170";"BU03270005";"0";"0";"0";"0"
"9171";"BU03270006";"2";"2";"0";"0"
"9172";"BU03270007";"0";"0";"0";"0"
"9173";"BU03270008";"2";"1";"1";"0"
"9174";"BU03270009";"0";"0";"0";"0"
"9175";"WK032701  ";"30";"15";"7";"8"
"9176";"BU03270100";"4";"2";"1";"1"
"9177";"BU03270101";"2";"2";"0";"0"
"9178";"BU03270102";"2";"2";"0";"0"
"9179";"BU03270103";"3";"2";"0";"1"
"9180";"BU03270104";"3";"1";"0";"2"
"9181";"BU03270105";"3";"1";"0";"2"
"9182";"BU03270106";"1";"1";"0";"0"
"9183";"BU03270107";"1";"0";"1";"0"
"9184";"BU03270108";"5";"3";"2";"0"
"9185";"BU03270109";"6";"1";"3";"2"
"9186";"WK032702  ";"7";"4";"1";"2"
"9187";"BU03270200";"0";"0";"0";"0"
"9188";"BU03270201";"3";"2";"1";"0"
"9189";"BU03270209";"4";"2";"0";"2"
"9190";"WK032703  ";"1";"0";"0";"1"
"9191";"BU03270300";"1";"0";"0";"1"
"9192";"BU03270309";"0";"0";"0";"0"
"9193";"WK032704  ";"2";"0";"0";"2"
"9194";"BU03270400";"2";"0";"0";"2"
"9195";"WK032705  ";"9";"8";"0";"1"
"9196";"BU03270500";"6";"5";"0";"1"
"9197";"BU03270501";"3";"3";"0";"0"
"9198";"GM0733    ";"23";"9";"4";"10"
"9199";"WK073300  ";"5";"2";"1";"2"
"9200";"BU07330000";"2";"0";"1";"1"
"9201";"BU07330001";"2";"1";"0";"1"
"9202";"BU07330002";"0";"0";"0";"0"
"9203";"BU07330009";"1";"1";"0";"0"
"9204";"WK073301  ";"4";"3";"0";"1"
"9205";"BU07330100";"2";"1";"0";"1"
"9206";"BU07330101";"1";"1";"0";"0"
"9207";"BU07330102";"1";"1";"0";"0"
"9208";"BU07330109";"0";"0";"0";"0"
"9209";"WK073302  ";"7";"2";"1";"4"
"9210";"BU07330200";"5";"2";"0";"3"
"9211";"BU07330209";"2";"0";"1";"1"
"9212";"WK073303  ";"7";"2";"2";"3"
"9213";"BU07330300";"4";"1";"2";"1"
"9214";"BU07330309";"3";"1";"0";"2"
"9215";"GM1705    ";"104";"52";"28";"24"
"9216";"WK170500  ";"47";"20";"16";"11"
"9217";"BU17050000";"29";"11";"11";"7"
"9218";"BU17050001";"3";"2";"1";"0"
"9219";"BU17050002";"2";"0";"0";"2"
"9220";"BU17050003";"7";"4";"1";"2"
"9221";"BU17050004";"0";"0";"0";"0"
"9222";"BU17050005";"3";"1";"2";"0"
"9223";"BU17050006";"1";"0";"1";"0"
"9224";"BU17050007";"1";"1";"0";"0"
"9225";"BU17050008";;;;
"9226";"BU17050009";;;;
"9227";"BU17050010";"1";"1";"0";"0"
"9228";"BU17050011";;;;
"9229";"WK170501  ";"14";"8";"2";"4"
"9230";"BU17050100";"11";"7";"2";"2"
"9231";"BU17050101";"0";"0";"0";"0"
"9232";"BU17050102";"0";"0";"0";"0"
"9233";"BU17050103";"1";"0";"0";"1"
"9234";"BU17050104";"0";"0";"0";"0"
"9235";"BU17050108";"2";"1";"0";"1"
"9236";"BU17050109";"0";"0";"0";"0"
"9237";"WK170502  ";"43";"24";"10";"9"
"9238";"BU17050200";"13";"11";"1";"1"
"9239";"BU17050201";"11";"2";"6";"3"
"9240";"BU17050202";"4";"4";"0";"0"
"9241";"BU17050203";"8";"4";"1";"3"
"9242";"BU17050207";"1";"0";"1";"0"
"9243";"BU17050208";"5";"2";"1";"2"
"9244";"BU17050209";"1";"1";"0";"0"
"9245";"GM0553    ";"59";"34";"15";"10"
"9246";"WK055301  ";"10";"7";"2";"1"
"9247";"BU05530100";"10";"7";"2";"1"
"9248";"WK055302  ";"1";"0";"1";"0"
"9249";"BU05530200";"1";"0";"1";"0"
"9250";"WK055303  ";"1";"1";"0";"0"
"9251";"BU05530300";"1";"1";"0";"0"
"9252";"WK055304  ";"0";"0";"0";"0"
"9253";"BU05530400";"0";"0";"0";"0"
"9254";"WK055305  ";"1";"0";"1";"0"
"9255";"BU05530500";"1";"0";"1";"0"
"9256";"WK055306  ";"2";"1";"0";"1"
"9257";"BU05530600";"2";"1";"0";"1"
"9258";"WK055307  ";"4";"1";"2";"1"
"9259";"BU05530700";"4";"1";"2";"1"
"9260";"WK055308  ";"3";"3";"0";"0"
"9261";"BU05530800";"3";"3";"0";"0"
"9262";"WK055309  ";"20";"11";"5";"4"
"9263";"BU05530900";"20";"11";"5";"4"
"9264";"WK055310  ";"3";"1";"1";"1"
"9265";"BU05531000";"3";"1";"1";"1"
"9266";"WK055311  ";"2";"2";"0";"0"
"9267";"BU05531100";"2";"2";"0";"0"
"9268";"WK055312  ";"1";"1";"0";"0"
"9269";"BU05531200";"1";"1";"0";"0"
"9270";"WK055313  ";"3";"2";"1";"0"
"9271";"BU05531300";"3";"2";"1";"0"
"9272";"WK055314  ";"3";"1";"1";"1"
"9273";"BU05531400";"3";"1";"1";"1"
"9274";"WK055315  ";"0";"0";"0";"0"
"9275";"BU05531500";"0";"0";"0";"0"
"9276";"WK055316  ";"0";"0";"0";"0"
"9277";"BU05531600";"0";"0";"0";"0"
"9278";"WK055317  ";"3";"1";"1";"1"
"9279";"BU05531700";"3";"1";"1";"1"
"9280";"WK055318  ";"0";"0";"0";"0"
"9281";"BU05531800";"0";"0";"0";"0"
"9282";"WK055319  ";"2";"2";"0";"0"
"9283";"BU05531900";"2";"2";"0";"0"
"9284";"WK055320  ";"0";"0";"0";"0"
"9285";"BU05532000";"0";"0";"0";"0"
"9286";"WK055321  ";"0";"0";"0";"0"
"9287";"BU05532100";"0";"0";"0";"0"
"9288";"GM0262    ";"83";"37";"23";"23"
"9289";"WK026200  ";"20";"7";"5";"8"
"9290";"BU02620000";"1";"1";"0";"0"
"9291";"BU02620001";"9";"5";"2";"2"
"9292";"BU02620002";"2";"0";"0";"2"
"9293";"BU02620003";"2";"1";"1";"0"
"9294";"BU02620004";"3";"0";"1";"2"
"9295";"BU02620005";"2";"0";"1";"1"
"9296";"BU02620006";"1";"0";"0";"1"
"9297";"WK026201  ";"3";"0";"1";"2"
"9298";"BU02620100";"0";"0";"0";"0"
"9299";"BU02620106";"1";"0";"1";"0"
"9300";"BU02620107";"0";"0";"0";"0"
"9301";"BU02620108";"2";"0";"0";"2"
"9302";"BU02620109";"0";"0";"0";"0"
"9303";"WK026202  ";"7";"5";"0";"2"
"9304";"BU02620200";"5";"5";"0";"0"
"9305";"BU02620201";;;;
"9306";"BU02620205";"0";"0";"0";"0"
"9307";"BU02620206";"2";"0";"0";"2"
"9308";"BU02620207";"0";"0";"0";"0"
"9309";"BU02620208";"0";"0";"0";"0"
"9310";"BU02620209";;;;
"9311";"WK026203  ";"2";"2";"0";"0"
"9312";"BU02620300";"1";"1";"0";"0"
"9313";"BU02620307";"0";"0";"0";"0"
"9314";"BU02620308";"0";"0";"0";"0"
"9315";"BU02620309";"1";"1";"0";"0"
"9316";"WK026204  ";"44";"19";"15";"10"
"9317";"BU02620400";"2";"1";"0";"1"
"9318";"BU02620401";"7";"3";"2";"2"
"9319";"BU02620402";"1";"1";"0";"0"
"9320";"BU02620406";"1";"1";"0";"0"
"9321";"BU02620407";"1";"1";"0";"0"
"9322";"BU02620408";"0";"0";"0";"0"
"9323";"BU02620409";"32";"12";"13";"7"
"9324";"WK026205  ";"7";"4";"2";"1"
"9325";"BU02620500";"0";"0";"0";"0"
"9326";"BU02620501";"3";"2";"1";"0"
"9327";"BU02620506";"0";"0";"0";"0"
"9328";"BU02620507";"0";"0";"0";"0"
"9329";"BU02620508";"4";"2";"1";"1"
"9330";"BU02620509";"0";"0";"0";"0"
"9331";"GM0809    ";"103";"57";"34";"12"
"9332";"WK080910  ";"39";"18";"15";"6"
"9333";"BU08091001";"3";"2";"1";"0"
"9334";"BU08091005";"1";"1";"0";"0"
"9335";"BU08091006";"0";"0";"0";"0"
"9336";"BU08091010";"2";"0";"2";"0"
"9337";"BU08091011";"5";"2";"3";"0"
"9338";"BU08091015";"3";"0";"3";"0"
"9339";"BU08091020";"8";"5";"1";"2"
"9340";"BU08091021";"4";"1";"2";"1"
"9341";"BU08091025";"5";"2";"2";"1"
"9342";"BU08091030";"1";"1";"0";"0"
"9343";"BU08091031";"0";"0";"0";"0"
"9344";"BU08091035";"2";"2";"0";"0"
"9345";"BU08091040";"3";"1";"0";"2"
"9346";"BU08091041";"2";"1";"1";"0"
"9347";"WK080920  ";"50";"32";"13";"5"
"9348";"BU08092045";"3";"1";"1";"1"
"9349";"BU08092048";"0";"0";"0";"0"
"9350";"BU08092049";"4";"1";"3";"0"
"9351";"BU08092052";"4";"2";"1";"1"
"9352";"BU08092055";"8";"4";"3";"1"
"9353";"BU08092058";"0";"0";"0";"0"
"9354";"BU08092061";"2";"2";"0";"0"
"9355";"BU08092063";"12";"7";"4";"1"
"9356";"BU08092066";"17";"15";"1";"1"
"9357";"WK080930  ";"14";"7";"6";"1"
"9358";"BU08093070";"7";"4";"3";"0"
"9359";"BU08093071";"1";"1";"0";"0"
"9360";"BU08093080";"2";"1";"1";"0"
"9361";"BU08093081";"1";"0";"1";"0"
"9362";"BU08093085";"2";"1";"1";"0"
"9363";"BU08093090";"0";"0";"0";"0"
"9364";"BU08093091";"1";"0";"0";"1"
"9365";"BU08093092";"0";"0";"0";"0"
"9366";"WK080940  ";"0";"0";"0";"0"
"9367";"BU08094095";"0";"0";"0";"0"
"9368";"GM0331    ";"23";"7";"9";"7"
"9369";"WK033100  ";"23";"7";"9";"7"
"9370";"BU03310000";"10";"2";"4";"4"
"9371";"BU03310001";"0";"0";"0";"0"
"9372";"BU03310002";"2";"0";"2";"0"
"9373";"BU03310003";"1";"0";"1";"0"
"9374";"BU03310004";"0";"0";"0";"0"
"9375";"BU03310005";"0";"0";"0";"0"
"9376";"BU03310006";"1";"0";"0";"1"
"9377";"BU03310007";"0";"0";"0";"0"
"9378";"BU03310008";"1";"1";"0";"0"
"9379";"BU03310009";"4";"3";"1";"0"
"9380";"BU03310010";"1";"0";"1";"0"
"9381";"BU03310019";"2";"0";"0";"2"
"9382";"BU03310020";"1";"1";"0";"0"
"9383";"BU03310029";"0";"0";"0";"0"
"9384";"GM0024    ";"16";"5";"4";"7"
"9385";"WK002400  ";"3";"1";"1";"1"
"9386";"BU00240000";"1";"0";"0";"1"
"9387";"BU00240001";"1";"1";"0";"0"
"9388";"BU00240002";"0";"0";"0";"0"
"9389";"BU00240003";"0";"0";"0";"0"
"9390";"BU00240005";;;;
"9391";"BU00240008";"0";"0";"0";"0"
"9392";"BU00240009";"1";"0";"1";"0"
"9393";"WK002401  ";"3";"1";"1";"1"
"9394";"BU00240100";"3";"1";"1";"1"
"9395";"BU00240101";"0";"0";"0";"0"
"9396";"BU00240102";"0";"0";"0";"0"
"9397";"BU00240109";"0";"0";"0";"0"
"9398";"WK002402  ";"3";"1";"0";"2"
"9399";"BU00240200";"2";"0";"0";"2"
"9400";"BU00240201";"0";"0";"0";"0"
"9401";"BU00240202";"0";"0";"0";"0"
"9402";"BU00240203";;;;
"9403";"BU00240209";"1";"1";"0";"0"
"9404";"WK002403  ";"7";"2";"2";"3"
"9405";"BU00240300";"4";"1";"1";"2"
"9406";"BU00240301";"0";"0";"0";"0"
"9407";"BU00240302";"1";"0";"0";"1"
"9408";"BU00240303";"0";"0";"0";"0"
"9409";"BU00240304";"0";"0";"0";"0"
"9410";"BU00240305";;;;
"9411";"BU00240309";"2";"1";"1";"0"
"9412";"GM0168    ";"45";"26";"11";"8"
"9413";"WK016800  ";"34";"21";"7";"6"
"9414";"BU01680001";"8";"4";"2";"2"
"9415";"BU01680002";"1";"1";"0";"0"
"9416";"BU01680003";"21";"13";"5";"3"
"9417";"BU01680009";"4";"3";"0";"1"
"9418";"WK016801  ";"0";"0";"0";"0"
"9419";"BU01680101";"0";"0";"0";"0"
"9420";"BU01680102";;;;
"9421";"BU01680109";"0";"0";"0";"0"
"9422";"WK016802  ";"9";"4";"4";"1"
"9423";"BU01680201";"8";"3";"4";"1"
"9424";"BU01680209";"1";"1";"0";"0"
"9425";"WK016803  ";"2";"1";"0";"1"
"9426";"BU01680301";"1";"0";"0";"1"
"9427";"BU01680309";"1";"1";"0";"0"
"9428";"WK016804  ";"0";"0";"0";"0"
"9429";"BU01680401";;;;
"9430";"BU01680409";"0";"0";"0";"0"
"9431";"GM0263    ";"107";"52";"33";"22"
"9432";"WK026300  ";"58";"31";"14";"13"
"9433";"BU02630000";"33";"23";"9";"1"
"9434";"BU02630001";"5";"3";"2";"0"
"9435";"BU02630002";"0";"0";"0";"0"
"9436";"BU02630003";"11";"0";"1";"10"
"9437";"BU02630006";"0";"0";"0";"0"
"9438";"BU02630007";"0";"0";"0";"0"
"9439";"BU02630008";"3";"2";"0";"1"
"9440";"BU02630009";"4";"1";"2";"1"
"9441";"BU02630010";"2";"2";"0";"0"
"9442";"WK026301  ";"14";"7";"4";"3"
"9443";"BU02630100";"14";"7";"4";"3"
"9444";"BU02630101";"0";"0";"0";"0"
"9445";"BU02630102";"0";"0";"0";"0"
"9446";"BU02630108";"0";"0";"0";"0"
"9447";"BU02630109";"0";"0";"0";"0"
"9448";"WK026302  ";"23";"8";"10";"5"
"9449";"BU02630200";"21";"6";"10";"5"
"9450";"BU02630208";"1";"1";"0";"0"
"9451";"BU02630209";"1";"1";"0";"0"
"9452";"WK026303  ";"3";"1";"2";"0"
"9453";"BU02630300";"3";"1";"2";"0"
"9454";"BU02630301";"0";"0";"0";"0"
"9455";"BU02630309";"0";"0";"0";"0"
"9456";"WK026304  ";"9";"5";"3";"1"
"9457";"BU02630400";"3";"1";"1";"1"
"9458";"BU02630401";"1";"1";"0";"0"
"9459";"BU02630408";"2";"0";"2";"0"
"9460";"BU02630409";"3";"3";"0";"0"
"9461";"GM1641    ";"67";"38";"18";"11"
"9462";"WK164100  ";"19";"12";"5";"2"
"9463";"BU16410000";"18";"12";"4";"2"
"9464";"BU16410001";"1";"0";"1";"0"
"9465";"BU16410009";"0";"0";"0";"0"
"9466";"WK164101  ";"11";"6";"4";"1"
"9467";"BU16410100";"11";"6";"4";"1"
"9468";"BU16410109";"0";"0";"0";"0"
"9469";"WK164102  ";"1";"1";"0";"0"
"9470";"BU16410200";"1";"1";"0";"0"
"9471";"BU16410201";"0";"0";"0";"0"
"9472";"WK164103  ";"0";"0";"0";"0"
"9473";"BU16410300";"0";"0";"0";"0"
"9474";"BU16410301";"0";"0";"0";"0"
"9475";"WK164104  ";"4";"2";"1";"1"
"9476";"BU16410400";"3";"1";"1";"1"
"9477";"BU16410409";"1";"1";"0";"0"
"9478";"WK164105  ";"19";"11";"4";"4"
"9479";"BU16410500";"11";"8";"1";"2"
"9480";"BU16410501";"0";"0";"0";"0"
"9481";"BU16410509";"8";"3";"3";"2"
"9482";"WK164106  ";"4";"2";"2";"0"
"9483";"BU16410600";"4";"2";"2";"0"
"9484";"WK164107  ";"9";"4";"2";"3"
"9485";"BU16410700";"9";"4";"2";"3"
"9486";"GM0556    ";"145";"71";"49";"25"
"9487";"WK055601  ";"20";"12";"5";"3"
"9488";"BU05560101";"20";"12";"5";"3"
"9489";"WK055602  ";"27";"11";"11";"5"
"9490";"BU05560201";"15";"4";"7";"4"
"9491";"BU05560202";"3";"2";"1";"0"
"9492";"BU05560203";"9";"5";"3";"1"
"9493";"WK055603  ";"35";"17";"11";"7"
"9494";"BU05560301";"20";"7";"6";"7"
"9495";"BU05560302";"14";"10";"4";"0"
"9496";"BU05560303";"1";"0";"1";"0"
"9497";"WK055604  ";"31";"12";"13";"6"
"9498";"BU05560401";"13";"2";"7";"4"
"9499";"BU05560402";"7";"5";"0";"2"
"9500";"BU05560403";"6";"2";"4";"0"
"9501";"BU05560404";"4";"3";"1";"0"
"9502";"BU05560405";"1";"0";"1";"0"
"9503";"WK055605  ";"15";"9";"4";"2"
"9504";"BU05560501";"10";"6";"2";"2"
"9505";"BU05560502";"5";"3";"2";"0"
"9506";"WK055606  ";"16";"9";"5";"2"
"9507";"BU05560601";"5";"3";"1";"1"
"9508";"BU05560602";"11";"6";"4";"1"
"9509";"WK055607  ";"1";"1";"0";"0"
"9510";"BU05560701";"1";"1";"0";"0"
"9511";"BU05560702";"0";"0";"0";"0"
"9512";"WK055608  ";"0";"0";"0";"0"
"9513";"BU05560801";"0";"0";"0";"0"
"9514";"GM0935    ";"737";"426";"214";"97"
"9515";"WK093500  ";"253";"173";"53";"27"
"9516";"BU09350000";"90";"74";"9";"7"
"9517";"BU09350001";"11";"7";"3";"1"
"9518";"BU09350002";"9";"6";"3";"0"
"9519";"BU09350003";"51";"30";"15";"6"
"9520";"BU09350004";"26";"22";"2";"2"
"9521";"BU09350005";"18";"8";"8";"2"
"9522";"BU09350006";"48";"26";"13";"9"
"9523";"WK093501  ";"29";"10";"12";"7"
"9524";"BU09350100";"4";"2";"1";"1"
"9525";"BU09350101";"15";"4";"8";"3"
"9526";"BU09350102";"4";"1";"1";"2"
"9527";"BU09350103";"1";"0";"0";"1"
"9528";"BU09350104";"4";"3";"1";"0"
"9529";"BU09350105";"1";"0";"1";"0"
"9530";"WK093502  ";"186";"106";"59";"21"
"9531";"BU09350200";"28";"17";"4";"7"
"9532";"BU09350201";"27";"19";"5";"3"
"9533";"BU09350202";"3";"2";"1";"0"
"9534";"BU09350203";"34";"18";"13";"3"
"9535";"BU09350204";"19";"9";"8";"2"
"9536";"BU09350205";"30";"17";"13";"0"
"9537";"BU09350206";"1";"1";"0";"0"
"9538";"BU09350207";"23";"12";"7";"4"
"9539";"BU09350208";"2";"2";"0";"0"
"9540";"BU09350209";"19";"9";"8";"2"
"9541";"WK093503  ";"11";"5";"3";"3"
"9542";"BU09350300";"8";"4";"2";"2"
"9543";"BU09350301";"1";"0";"0";"1"
"9544";"BU09350302";"1";"0";"1";"0"
"9545";"BU09350303";"1";"1";"0";"0"
"9546";"BU09350304";"0";"0";"0";"0"
"9547";"WK093504  ";"177";"83";"68";"26"
"9548";"BU09350400";"8";"2";"4";"2"
"9549";"BU09350401";"18";"7";"9";"2"
"9550";"BU09350402";"47";"20";"18";"9"
"9551";"BU09350403";"31";"14";"14";"3"
"9552";"BU09350404";"14";"7";"6";"1"
"9553";"BU09350405";"35";"17";"13";"5"
"9554";"BU09350406";"24";"16";"4";"4"
"9555";"WK093505  ";"9";"4";"1";"4"
"9556";"BU09350500";"1";"1";"0";"0"
"9557";"BU09350501";"5";"2";"0";"3"
"9558";"BU09350502";"2";"1";"0";"1"
"9559";"BU09350503";"1";"0";"1";"0"
"9560";"WK093506  ";"72";"45";"18";"9"
"9561";"BU09350600";"13";"9";"1";"3"
"9562";"BU09350601";"21";"14";"3";"4"
"9563";"BU09350602";"21";"16";"4";"1"
"9564";"BU09350603";"17";"6";"10";"1"
"9565";"BU09350604";"0";"0";"0";"0"
"9566";"GM1663    ";"30";"21";"5";"4"
"9567";"WK166300  ";"11";"10";"0";"1"
"9568";"BU16630000";"3";"3";"0";"0"
"9569";"BU16630001";"1";"1";"0";"0"
"9570";"BU16630002";"3";"2";"0";"1"
"9571";"BU16630003";"1";"1";"0";"0"
"9572";"BU16630004";"0";"0";"0";"0"
"9573";"BU16630005";"0";"0";"0";"0"
"9574";"BU16630006";"1";"1";"0";"0"
"9575";"BU16630008";"1";"1";"0";"0"
"9576";"BU16630009";"1";"1";"0";"0"
"9577";"WK166301  ";"4";"2";"0";"2"
"9578";"BU16630100";"0";"0";"0";"0"
"9579";"BU16630101";"3";"2";"0";"1"
"9580";"BU16630102";"1";"0";"0";"1"
"9581";"BU16630103";;;;
"9582";"BU16630104";"0";"0";"0";"0"
"9583";"BU16630105";"0";"0";"0";"0"
"9584";"BU16630106";;;;
"9585";"BU16630109";"0";"0";"0";"0"
"9586";"WK166302  ";"6";"3";"3";"0"
"9587";"BU16630200";"3";"3";"0";"0"
"9588";"BU16630201";"0";"0";"0";"0"
"9589";"BU16630202";"0";"0";"0";"0"
"9590";"BU16630203";"2";"0";"2";"0"
"9591";"BU16630208";"0";"0";"0";"0"
"9592";"BU16630209";"1";"0";"1";"0"
"9593";"WK166303  ";"9";"6";"2";"1"
"9594";"BU16630300";"5";"3";"1";"1"
"9595";"BU16630301";;;;
"9596";"BU16630302";"1";"0";"1";"0"
"9597";"BU16630303";;;;
"9598";"BU16630304";;;;
"9599";"BU16630309";"3";"3";"0";"0"
"9600";"GM0025    ";"24";"14";"8";"2"
"9601";"WK002500  ";"20";"12";"7";"1"
"9602";"BU00250000";"15";"10";"4";"1"
"9603";"BU00250002";"0";"0";"0";"0"
"9604";"BU00250003";"1";"0";"1";"0"
"9605";"BU00250004";"0";"0";"0";"0"
"9606";"BU00250005";"0";"0";"0";"0"
"9607";"BU00250006";"0";"0";"0";"0"
"9608";"BU00250007";"0";"0";"0";"0"
"9609";"BU00250008";"0";"0";"0";"0"
"9610";"BU00250009";"4";"2";"2";"0"
"9611";"WK002501  ";"4";"2";"1";"1"
"9612";"BU00250100";"4";"2";"1";"1"
"9613";"BU00250101";"0";"0";"0";"0"
"9614";"BU00250102";"0";"0";"0";"0"
"9615";"BU00250104";"0";"0";"0";"0"
"9616";"BU00250108";;;;
"9617";"BU00250109";;;;
"9618";"GM0420    ";"142";"78";"48";"16"
"9619";"WK042000  ";"48";"28";"14";"6"
"9620";"BU04200000";"17";"11";"5";"1"
"9621";"BU04200001";"11";"4";"6";"1"
"9622";"BU04200002";"3";"3";"0";"0"
"9623";"BU04200003";"14";"9";"1";"4"
"9624";"BU04200004";"0";"0";"0";"0"
"9625";"BU04200009";"3";"1";"2";"0"
"9626";"WK042001  ";"12";"7";"4";"1"
"9627";"BU04200100";"8";"4";"3";"1"
"9628";"BU04200101";"2";"1";"1";"0"
"9629";"BU04200102";"2";"2";"0";"0"
"9630";"BU04200109";"0";"0";"0";"0"
"9631";"WK042002  ";"6";"4";"2";"0"
"9632";"BU04200200";"6";"4";"2";"0"
"9633";"WK042003  ";"0";"0";"0";"0"
"9634";"BU04200300";"0";"0";"0";"0"
"9635";"WK042004  ";"6";"1";"5";"0"
"9636";"BU04200400";"6";"1";"5";"0"
"9637";"BU04200401";"0";"0";"0";"0"
"9638";"WK042005  ";"8";"6";"1";"1"
"9639";"BU04200500";"1";"1";"0";"0"
"9640";"BU04200501";"4";"4";"0";"0"
"9641";"BU04200502";"3";"1";"1";"1"
"9642";"WK042006  ";"1";"0";"0";"1"
"9643";"BU04200600";"1";"0";"0";"1"
"9644";"WK042007  ";"1";"0";"1";"0"
"9645";"BU04200700";"1";"0";"1";"0"
"9646";"WK042008  ";"7";"4";"1";"2"
"9647";"BU04200800";"7";"4";"1";"2"
"9648";"WK042009  ";"10";"7";"3";"0"
"9649";"BU04200900";"5";"3";"2";"0"
"9650";"BU04200901";"5";"4";"1";"0"
"9651";"WK042010  ";"16";"6";"9";"1"
"9652";"BU04201000";"8";"4";"4";"0"
